period,manager_type,sector,net_flow,gross_flow
2025-12-31,Family Office - Macro,Utilities,-94021699.0,94021699.0
2025-12-31,Foundation / Endowment,Consumer Discretionary,0.0,0.0
2025-12-31,Foundation / Endowment,Consumer Staples,0.0,0.0
2025-12-31,Foundation / Endowment,Financials,-1185479919.048611,1185479919.048611
2025-12-31,Foundation / Endowment,Health Care,0.0,0.0
2025-12-31,Foundation / Endowment,Industrials,0.0,0.0
2025-12-31,Foundation / Endowment,Information Technology,-725429999.9336905,725429999.9336905
2025-12-31,Foundation / Endowment,Unclassified,0.0,0.0
2025-12-31,Hedge Fund - Activist,Communication Services,106591444.20018397,4119986666.321574
2025-12-31,Hedge Fund - Activist,Consumer Discretionary,954158.8955999799,1746126114.476495
2025-12-31,Hedge Fund - Activist,Consumer Staples,0.0,0.0
2025-12-31,Hedge Fund - Activist,ETF - Broad Equity,-1099948476.0004804,1106358523.9995196
2025-12-31,Hedge Fund - Activist,ETF - Fixed Income,0.0,0.0
2025-12-31,Hedge Fund - Activist,ETF - Sector,467740000.00000006,1024420000.0
2025-12-31,Hedge Fund - Activist,Energy,596406.3761144108,596406.3761144108
2025-12-31,Hedge Fund - Activist,Financials,48035181.04434744,82546613.04434744
2025-12-31,Hedge Fund - Activist,Health Care,-32034879.899554897,32037340.5004451
2025-12-31,Hedge Fund - Activist,Industrials,-4960048.079702175,5300113.19971587
2025-12-31,Hedge Fund - Activist,Information Technology,-345677344.28444624,396540064.27226394
2025-12-31,Hedge Fund - Activist,Materials,-72696000.0,72696000.0
2025-12-31,Hedge Fund - Activist,Real Estate,0.0,0.0
2025-12-31,Hedge Fund - Activist,Unclassified,2321392200.2908144,6100939108.205781
2025-12-31,Hedge Fund - Activist,Utilities,0.0,0.0
2025-12-31,Hedge Fund - Event Driven,Communication Services,-50055100.0,273072100.0
2025-12-31,Hedge Fund - Event Driven,Consumer Discretionary,-5624850.0,597131850.0
2025-12-31,Hedge Fund - Event Driven,ETF - Broad Equity,-582907500.0,582907500.0
2025-12-31,Hedge Fund - Event Driven,Energy,18920250.0,316686250.0
2025-12-31,Hedge Fund - Event Driven,Financials,-198905055.31,299101855.31
2025-12-31,Hedge Fund - Event Driven,Health Care,173509500.01535714,174472500.01535714
2025-12-31,Hedge Fund - Event Driven,Industrials,174184200.0,258384200.0
2025-12-31,Hedge Fund - Event Driven,Information Technology,-272432484.0,309732484.0
2025-12-31,Hedge Fund - Event Driven,Materials,-30086692.000000004,30086692.000000004
2025-12-31,Hedge Fund - Event Driven,Real Estate,0.0,0.0
2025-12-31,Hedge Fund - Event Driven,Unclassified,-1064840345.7760636,2202127418.7914925
2025-12-31,Hedge Fund - Global Macro,Communication Services,2481842537.7652707,3693114454.16889
2025-12-31,Hedge Fund - Global Macro,Consumer Discretionary,2645499138.7814937,2771726021.669646
2025-12-31,Hedge Fund - Global Macro,Consumer Staples,658558869.8431041,805075159.7180588
2025-12-31,Hedge Fund - Global Macro,ETF - Broad Equity,18383317623.183407,18401260239.231945
2025-12-31,Hedge Fund - Global Macro,ETF - Commodity,636845240.0,636845240.0
2025-12-31,Hedge Fund - Global Macro,ETF - Fixed Income,119811022.0,119811022.0
2025-12-31,Hedge Fund - Global Macro,ETF - International Equity,659137882.5021008,659137882.5021008
2025-12-31,Hedge Fund - Global Macro,ETF - Sector,2440268265.0,2440268265.0
2025-12-31,Hedge Fund - Global Macro,ETF - Thematic,1545938.0,1545938.0
2025-12-31,Hedge Fund - Global Macro,Energy,1217876578.4521713,1422822187.583102
2025-12-31,Hedge Fund - Global Macro,Financials,2460661121.209803,3755795740.3200727
2025-12-31,Hedge Fund - Global Macro,Health Care,1777200975.819745,2844564253.169901
2025-12-31,Hedge Fund - Global Macro,Industrials,890604888.3771135,1357763718.8577373
2025-12-31,Hedge Fund - Global Macro,Information Technology,7448124622.399171,8227465933.222399
2025-12-31,Hedge Fund - Global Macro,Materials,843799964.9283164,890877464.1279211
2025-12-31,Hedge Fund - Global Macro,Real Estate,574587298.5904579,594518117.4971651
2025-12-31,Hedge Fund - Global Macro,Unclassified,12197846933.010746,16270544623.06226
2025-12-31,Hedge Fund - Global Macro,Utilities,136605316.44180837,148662835.45423114
2025-12-31,Hedge Fund - Long/Short,Communication Services,309376771.40885884,3365570246.4542894
2025-12-31,Hedge Fund - Long/Short,Consumer Discretionary,-677920801.7649504,3998065832.416297
2025-12-31,Hedge Fund - Long/Short,Consumer Staples,-514022921.671246,1326376008.8031
2025-12-31,Hedge Fund - Long/Short,ETF - Broad Equity,-377524206.0,377524206.0
2025-12-31,Hedge Fund - Long/Short,ETF - Commodity,-6355500.0,6355500.0
2025-12-31,Hedge Fund - Long/Short,ETF - Fixed Income,197423927.0,197423927.0
2025-12-31,Hedge Fund - Long/Short,Energy,284426380.5495728,1469160082.9616365
2025-12-31,Hedge Fund - Long/Short,Financials,-1593827097.775187,7389067862.167097
2025-12-31,Hedge Fund - Long/Short,Health Care,-787817269.3616003,4713378242.925045
2025-12-31,Hedge Fund - Long/Short,Industrials,474136489.6192886,1000524800.5335993
2025-12-31,Hedge Fund - Long/Short,Information Technology,1403560461.6925263,2590442861.9533815
2025-12-31,Hedge Fund - Long/Short,Materials,-7470129.446806467,129710694.82557136
2025-12-31,Hedge Fund - Long/Short,Real Estate,300572491.8225545,458621067.95962936
2025-12-31,Hedge Fund - Long/Short,Unclassified,645515451.9189596,20913553702.62804
2025-12-31,Hedge Fund - Long/Short,Utilities,-162599750.11954677,305420402.1195468
2025-12-31,Hedge Fund - Long/Short Growth,Communication Services,253893849.51488173,2988248320.3527703
2025-12-31,Hedge Fund - Long/Short Growth,Consumer Discretionary,-1483079701.3463912,2969681985.6497197
2025-12-31,Hedge Fund - Long/Short Growth,Consumer Staples,-316126585.8982115,316126585.8982115
2025-12-31,Hedge Fund - Long/Short Growth,ETF - Broad Equity,-3247805.1973046144,3247805.1973046144
2025-12-31,Hedge Fund - Long/Short Growth,Energy,65836307.96724783,182474173.96724784
2025-12-31,Hedge Fund - Long/Short Growth,Financials,-318021305.295613,1601666930.8795218
2025-12-31,Hedge Fund - Long/Short Growth,Health Care,237090901.60573527,710936430.5455623
2025-12-31,Hedge Fund - Long/Short Growth,Industrials,0.0,0.0
2025-12-31,Hedge Fund - Long/Short Growth,Information Technology,230597081.87675816,3603243732.0528684
2025-12-31,Hedge Fund - Long/Short Growth,Real Estate,-22626990.0,22626990.0
2025-12-31,Hedge Fund - Long/Short Growth,Unclassified,-895299811.2156496,12552731384.035536
2025-12-31,Hedge Fund - Long/Short Growth,Utilities,-9550001.0,9550001.0
2025-12-31,Hedge Fund - Multi-strategy,Communication Services,15481750932.503609,29397104653.975555
2025-12-31,Hedge Fund - Multi-strategy,Consumer Discretionary,4870621070.010692,29102153353.453705
2025-12-31,Hedge Fund - Multi-strategy,Consumer Staples,6178354869.33206,12389541054.474699
2025-12-31,Hedge Fund - Multi-strategy,ETF - Broad Equity,-15181186627.897367,49443482959.57895
2025-12-31,Hedge Fund - Multi-strategy,ETF - Commodity,1283596176.2811298,5030385679.252601
2025-12-31,Hedge Fund - Multi-strategy,ETF - Fixed Income,-2993055850.975086,9859676071.869167
2025-12-31,Hedge Fund - Multi-strategy,ETF - International Equity,-1699978861.4006224,2780643393.929826
2025-12-31,Hedge Fund - Multi-strategy,ETF - Sector,3247000808.3082366,6352970720.241297
2025-12-31,Hedge Fund - Multi-strategy,ETF - Thematic,-247920086.97173554,412982557.38377
2025-12-31,Hedge Fund - Multi-strategy,Energy,-150891626.8034565,15104646794.630184
2025-12-31,Hedge Fund - Multi-strategy,Financials,-1283682607.3366978,33776853629.35393
2025-12-31,Hedge Fund - Multi-strategy,Health Care,-2158296448.462168,33795722278.313244
2025-12-31,Hedge Fund - Multi-strategy,Industrials,-1717379041.5781581,9868994049.416891
2025-12-31,Hedge Fund - Multi-strategy,Information Technology,2495114577.583432,50323735114.13672
2025-12-31,Hedge Fund - Multi-strategy,Materials,695516052.6438706,5201649580.777291
2025-12-31,Hedge Fund - Multi-strategy,Real Estate,1615559258.9750037,3630380846.2449827
2025-12-31,Hedge Fund - Multi-strategy,Unclassified,4087403535.5502205,202653160532.58914
2025-12-31,Hedge Fund - Multi-strategy,Utilities,-65125415.954543345,1973136444.9616022
2025-12-31,Hedge Fund - Opportunistic,Communication Services,220409647.84470582,333914647.8447058
2025-12-31,Hedge Fund - Opportunistic,Consumer Discretionary,-328511073.16151744,328511073.16151744
2025-12-31,Hedge Fund - Opportunistic,ETF - Broad Equity,181425975.0,183149025.0
2025-12-31,Hedge Fund - Opportunistic,Energy,-82236293.28114319,82236293.28114319
2025-12-31,Hedge Fund - Opportunistic,Financials,-136921300.0,136921300.0
2025-12-31,Hedge Fund - Opportunistic,Health Care,-1155385.0,1155385.0
2025-12-31,Hedge Fund - Opportunistic,Industrials,-46385880.93,48120880.93
2025-12-31,Hedge Fund - Opportunistic,Information Technology,206310760.0,586030340.0
2025-12-31,Hedge Fund - Opportunistic,Unclassified,-314020878.0,909378398.0
2025-12-31,Hedge Fund - Quant,Communication Services,4875958254.376516,14313346805.841099
2025-12-31,Hedge Fund - Quant,Consumer Discretionary,6441783932.020523,19504129425.762688
2025-12-31,Hedge Fund - Quant,Consumer Staples,1809650795.6849813,7753955445.65115
2025-12-31,Hedge Fund - Quant,ETF - Broad Equity,2888787675.5424376,23528696453.011875
2025-12-31,Hedge Fund - Quant,ETF - Commodity,293123487.0957095,1336906682.6315114
2025-12-31,Hedge Fund - Quant,ETF - Fixed Income,-1700524401.014879,2054053924.5849729
2025-12-31,Hedge Fund - Quant,ETF - International Equity,-28591072.34868433,550408765.9151614
2025-12-31,Hedge Fund - Quant,ETF - Sector,-161603669.88259184,3237116993.27321
2025-12-31,Hedge Fund - Quant,ETF - Thematic,52043449.664178036,112624318.08294459
2025-12-31,Hedge Fund - Quant,Energy,555738729.5857841,7592802326.804469
2025-12-31,Hedge Fund - Quant,Financials,2795431330.7489357,22314969607.76829
2025-12-31,Hedge Fund - Quant,Health Care,94974376.14516777,20496019981.111526
2025-12-31,Hedge Fund - Quant,Industrials,1034163426.6739421,7711781687.000453
2025-12-31,Hedge Fund - Quant,Information Technology,-1509314354.3318014,33359586766.680573
2025-12-31,Hedge Fund - Quant,Materials,1848145438.118995,5960413310.598058
2025-12-31,Hedge Fund - Quant,Real Estate,839386470.1417994,2478398103.2928176
2025-12-31,Hedge Fund - Quant,Unclassified,17272698033.419983,132205825031.01956
2025-12-31,Hedge Fund - Quant,Utilities,284923125.5173077,1941890848.63053
2025-12-31,Hedge Fund - Value,Communication Services,18614724.975493502,69752005.0245065
2025-12-31,Hedge Fund - Value,Consumer Discretionary,43460084.86217938,43483659.13782062
2025-12-31,Hedge Fund - Value,Consumer Staples,-80200.45726459057,80200.45726459057
2025-12-31,Hedge Fund - Value,ETF - Commodity,-5998090.36698922,5998090.36698922
2025-12-31,Hedge Fund - Value,Energy,30062640.39474787,39827063.60525213
2025-12-31,Hedge Fund - Value,Financials,32592369.61137703,37490234.38862297
2025-12-31,Hedge Fund - Value,Health Care,19940786.410761308,64920713.687048525
2025-12-31,Hedge Fund - Value,Industrials,-1232087.9505816074,1292716.8589142957
2025-12-31,Hedge Fund - Value,Information Technology,-25000.0,25000.0
2025-12-31,Hedge Fund - Value,Materials,55859949.77630952,55859949.77630952
2025-12-31,Hedge Fund - Value,Real Estate,-1598.679844404772,1598.679844404772
2025-12-31,Hedge Fund - Value,Unclassified,142125655.76627833,353394684.9223786
2025-12-31,Market Maker - Quant,Communication Services,28480233503.917908,36455008905.20559
2025-12-31,Market Maker - Quant,Consumer Discretionary,-12327447442.580622,33860812520.498676
2025-12-31,Market Maker - Quant,Consumer Staples,784144198.8584466,7051230432.611133
2025-12-31,Market Maker - Quant,ETF - Broad Equity,-5379383683.122536,72211883461.50258
2025-12-31,Market Maker - Quant,ETF - Commodity,12335066617.833216,13026028136.816172
2025-12-31,Market Maker - Quant,ETF - Fixed Income,3768123597.073014,9367901666.768154
2025-12-31,Market Maker - Quant,ETF - International Equity,624501873.4191457,4573162100.176941
2025-12-31,Market Maker - Quant,ETF - Sector,4141773999.7146163,8218092902.785993
2025-12-31,Market Maker - Quant,ETF - Thematic,-530049037.6180336,1288673051.594368
2025-12-31,Market Maker - Quant,Energy,-1654422995.1073267,8137227347.322703
2025-12-31,Market Maker - Quant,Financials,4644030130.444035,25488928242.239784
2025-12-31,Market Maker - Quant,Health Care,-3008885346.5557485,19450780448.75289
2025-12-31,Market Maker - Quant,Industrials,-445760613.37429565,6638395203.033176
2025-12-31,Market Maker - Quant,Information Technology,-18475468192.349895,57625611465.104706
2025-12-31,Market Maker - Quant,Materials,127647725.65681642,5120437260.862479
2025-12-31,Market Maker - Quant,Real Estate,62369348.3154936,1123234544.949861
2025-12-31,Market Maker - Quant,Unclassified,-304631789.12105304,119433635991.54852
2025-12-31,Market Maker - Quant,Utilities,-81667864.93310827,961265625.1913222
2025-12-31,Pension Fund,Communication Services,1196135805.8873897,1704820577.5966718
2025-12-31,Pension Fund,Consumer Discretionary,284891863.6685615,710497615.3022048
2025-12-31,Pension Fund,Consumer Staples,14246914.849432036,529227695.1788092
2025-12-31,Pension Fund,ETF - Broad Equity,3529228635.2975287,3529228635.2975287
2025-12-31,Pension Fund,Energy,-220660460.86740342,264236726.13232368
2025-12-31,Pension Fund,Financials,-218090877.68350127,822991460.3641008
2025-12-31,Pension Fund,Health Care,-280798485.9088158,1154660865.8158424
2025-12-31,Pension Fund,Industrials,-491738849.0976666,673051807.3163968
2025-12-31,Pension Fund,Information Technology,3259495315.5461073,5513826136.083175
2025-12-31,Pension Fund,Materials,3192943.8585322895,17922459.771539737
2025-12-31,Pension Fund,Real Estate,15345537.070509166,213700705.8559063
2025-12-31,Pension Fund,Unclassified,-1611798411.9869032,3980315541.46031
2025-12-31,Pension Fund,Utilities,-133293841.0746724,134511923.01852298
2026-03-31,Asset Manager - Active,Communication Services,-1915246060.0866342,19065319641.473995
2026-03-31,Asset Manager - Active,Consumer Discretionary,1784818294.6409383,22487495851.369354
2026-03-31,Asset Manager - Active,Consumer Staples,-153311008.75190115,6264505398.623725
2026-03-31,Asset Manager - Active,ETF - Broad Equity,2656508731.115467,4601921114.932852
2026-03-31,Asset Manager - Active,ETF - Commodity,-652570421.4507881,747712154.5716047
2026-03-31,Asset Manager - Active,ETF - Fixed Income,-14571697.61439055,1030017944.3372031
2026-03-31,Asset Manager - Active,ETF - International Equity,21368617.393105507,574011445.5299412
2026-03-31,Asset Manager - Active,ETF - Sector,36410770.702562936,43182224.52121418
2026-03-31,Asset Manager - Active,ETF - Thematic,1625639.348643452,1796362.2820055154
2026-03-31,Asset Manager - Active,Energy,3953493321.623951,20416303522.41401
2026-03-31,Asset Manager - Active,Financials,-16480823451.079302,44016188709.789566
2026-03-31,Asset Manager - Active,Health Care,-2884252792.9884257,29979648072.42219
2026-03-31,Asset Manager - Active,Industrials,1072292015.095334,12478909340.60452
2026-03-31,Asset Manager - Active,Information Technology,-3241170223.573033,37737694825.17724
2026-03-31,Asset Manager - Active,Materials,-518821958.69150835,3224997637.865263
2026-03-31,Asset Manager - Active,Real Estate,733611879.3943932,2753102882.950688
2026-03-31,Asset Manager - Active,Unclassified,11081095418.867233,180127446881.90112
2026-03-31,Asset Manager - Active,Utilities,-466243794.55991054,1867048607.1203535
2026-03-31,Asset Manager - Growth,Communication Services,-1782573437.6040957,1805402250.867786
2026-03-31,Asset Manager - Growth,Consumer Discretionary,-1400908752.1493757,1559018634.2335708
2026-03-31,Asset Manager - Growth,Consumer Staples,221127459.45837736,312412154.6623705
2026-03-31,Asset Manager - Growth,ETF - International Equity,34063.0,34063.0
2026-03-31,Asset Manager - Growth,Energy,779579854.7049531,820412372.7153132
2026-03-31,Asset Manager - Growth,Financials,-421023847.36920416,652345694.2649212
2026-03-31,Asset Manager - Growth,Health Care,-382523723.6675854,617560460.5613164
2026-03-31,Asset Manager - Growth,Industrials,-49696331.49336392,49696331.49336392
2026-03-31,Asset Manager - Growth,Information Technology,-1983566153.769396,2328090567.830674
2026-03-31,Asset Manager - Growth,Materials,173449321.72556424,295873360.92337465
2026-03-31,Asset Manager - Growth,Real Estate,-3286911.4935663897,3307095.0125456247
2026-03-31,Asset Manager - Growth,Unclassified,69127292.21398449,6391927292.004618
2026-03-31,Asset Manager - Growth,Utilities,-13459866.755024508,13459866.755024508
2026-03-31,Asset Manager - Index,Communication Services,-3465549429.783104,5653718930.96351
2026-03-31,Asset Manager - Index,Consumer Discretionary,-472123697.43729746,1696152727.3473787
2026-03-31,Asset Manager - Index,Consumer Staples,-13766901.199500902,827231831.720252
2026-03-31,Asset Manager - Index,ETF - Broad Equity,133587680.33116072,909543822.0235178
2026-03-31,Asset Manager - Index,ETF - Commodity,25204989.32665017,27436689.32665017
2026-03-31,Asset Manager - Index,ETF - Fixed Income,-29646587.847519986,61034471.31650846
2026-03-31,Asset Manager - Index,ETF - International Equity,45064202.4024882,152401695.63369673
2026-03-31,Asset Manager - Index,ETF - Sector,122026730.636249,307398351.8065734
2026-03-31,Asset Manager - Index,Energy,6522643073.351878,6974410579.241559
2026-03-31,Asset Manager - Index,Financials,-1346870202.2056286,6484922613.223744
2026-03-31,Asset Manager - Index,Health Care,179530705.12810466,2698713403.479462
2026-03-31,Asset Manager - Index,Industrials,-488737720.2379917,1811566454.6548386
2026-03-31,Asset Manager - Index,Information Technology,244464805.75754488,5240630883.752463
2026-03-31,Asset Manager - Index,Materials,550117686.4708775,811894835.2744122
2026-03-31,Asset Manager - Index,Real Estate,-436059845.04754424,1205807094.9673266
2026-03-31,Asset Manager - Index,Unclassified,11894984344.588305,32759128011.353954
2026-03-31,Asset Manager - Index,Utilities,452064374.9755929,585477793.1697358
2026-03-31,Asset Manager - Index/Active,Communication Services,-216014757.66124326,8256317603.132694
2026-03-31,Asset Manager - Index/Active,Consumer Discretionary,1578745504.4210858,6216727507.545917
2026-03-31,Asset Manager - Index/Active,Consumer Staples,1440664485.2347848,4560271936.423572
2026-03-31,Asset Manager - Index/Active,ETF - Broad Equity,280063981.01591855,21083182937.922153
2026-03-31,Asset Manager - Index/Active,ETF - Commodity,448953006.387422,3170983827.7595687
2026-03-31,Asset Manager - Index/Active,ETF - Fixed Income,2448048772.1214414,4373742323.580796
2026-03-31,Asset Manager - Index/Active,ETF - International Equity,1285879705.5292754,2129411992.4137354
2026-03-31,Asset Manager - Index/Active,ETF - Sector,120292326.85569184,290271191.654
2026-03-31,Asset Manager - Index/Active,ETF - Thematic,179421.48206484207,220827.22673792136
2026-03-31,Asset Manager - Index/Active,Energy,6831274802.055878,9713545496.866282
2026-03-31,Asset Manager - Index/Active,Financials,-2972574293.2654505,18359567647.509758
2026-03-31,Asset Manager - Index/Active,Health Care,642524759.086055,10964899951.133131
2026-03-31,Asset Manager - Index/Active,Industrials,461345944.22215176,6295046918.259932
2026-03-31,Asset Manager - Index/Active,Information Technology,-4790152843.920309,26519024169.27715
2026-03-31,Asset Manager - Index/Active,Materials,1736654216.1996562,3428310415.021089
2026-03-31,Asset Manager - Index/Active,Real Estate,456447428.6990321,2674845838.490107
2026-03-31,Asset Manager - Index/Active,Unclassified,18280942272.849747,91198505489.46841
2026-03-31,Asset Manager - Index/Active,Utilities,563986915.5588692,1282688354.9750094
2026-03-31,Asset Manager - Value,Communication Services,-667919829.9747522,2936703077.9431987
2026-03-31,Asset Manager - Value,Consumer Discretionary,1514479723.1107948,2230417933.156924
2026-03-31,Asset Manager - Value,Consumer Staples,-185753122.7579218,308797786.2554102
2026-03-31,Asset Manager - Value,ETF - Broad Equity,-1750586.264953448,5901509.158063659
2026-03-31,Asset Manager - Value,ETF - Fixed Income,5221.0,5221.0
2026-03-31,Asset Manager - Value,Energy,-3221676370.5522795,3222105260.5522795
2026-03-31,Asset Manager - Value,Financials,1849137705.0573688,4970463844.690755
2026-03-31,Asset Manager - Value,Health Care,-1227308368.8280482,3440146321.080044
2026-03-31,Asset Manager - Value,Industrials,-3444463548.5197916,3505568847.6734653
2026-03-31,Asset Manager - Value,Information Technology,3835456253.675741,3858770825.501601
2026-03-31,Asset Manager - Value,Materials,0.0,0.0
2026-03-31,Asset Manager - Value,Real Estate,-8910876.849118568,8910876.849118568
2026-03-31,Asset Manager - Value,Unclassified,1854499400.9634004,20982103741.04121
2026-03-31,Asset Manager - Value,Utilities,-79002571.41379213,79002571.41379213
2026-03-31,Conglomerate / Long-only Value,Communication Services,10977873123.440525,12015507065.440525
2026-03-31,Conglomerate / Long-only Value,Consumer Discretionary,-2354180812.130428,2893220715.869572
2026-03-31,Conglomerate / Long-only Value,Consumer Staples,-1855066500.0,1855066500.0
2026-03-31,Conglomerate / Long-only Value,Energy,-9471986691.18297,9471986691.18297
2026-03-31,Conglomerate / Long-only Value,Financials,-5364898545.751787,5364898545.751787
2026-03-31,Conglomerate / Long-only Value,Health Care,-1918502263.2192843,1918502263.2192843
2026-03-31,Conglomerate / Long-only Value,Industrials,2319733728.0,2973331542.0
2026-03-31,Conglomerate / Long-only Value,Information Technology,0.0,0.0
2026-03-31,Conglomerate / Long-only Value,Materials,-422863973.7200187,422863973.7200187
2026-03-31,Conglomerate / Long-only Value,Unclassified,-731407056.258931,2529464001.717927
2026-03-31,Family Office - Macro,Communication Services,-51854802.699657276,187757958.20429885
2026-03-31,Family Office - Macro,Consumer Discretionary,-18782340.47112749,316385964.66707665
2026-03-31,Family Office - Macro,Consumer Staples,34956254.70832231,36394069.058651656
2026-03-31,Family Office - Macro,ETF - Broad Equity,545982435.1773578,804715980.8226422
2026-03-31,Family Office - Macro,ETF - Commodity,20737.0,20737.0
2026-03-31,Family Office - Macro,ETF - Fixed Income,22069800.0,22069800.0
2026-03-31,Family Office - Macro,ETF - International Equity,-49376.0,49376.0
2026-03-31,Family Office - Macro,ETF - Sector,65052839.555012226,95276832.44498777
2026-03-31,Family Office - Macro,Energy,-29970289.70610765,139585444.80837342
2026-03-31,Family Office - Macro,Financials,180480788.82186645,580672275.6269745
2026-03-31,Family Office - Macro,Health Care,-77012689.48353589,114811601.45135884
2026-03-31,Family Office - Macro,Industrials,68533545.03087503,76954823.49449
2026-03-31,Family Office - Macro,Information Technology,293913899.19967204,628814020.652476
2026-03-31,Family Office - Macro,Materials,-84685016.25381295,84685369.31576975
2026-03-31,Family Office - Macro,Real Estate,10303105.0,24009831.0
2026-03-31,Family Office - Macro,Unclassified,-515761906.1555965,4857229387.2172785
2026-03-31,Family Office - Macro,Utilities,63422299.99999999,63422299.99999999
2026-03-31,Foundation / Endowment,Consumer Discretionary,0.0,0.0
2026-03-31,Foundation / Endowment,Consumer Staples,0.0,0.0
2026-03-31,Foundation / Endowment,Financials,-1130174032.027668,1130174032.027668
2026-03-31,Foundation / Endowment,Health Care,0.0,0.0
2026-03-31,Foundation / Endowment,Industrials,0.0,0.0
2026-03-31,Foundation / Endowment,Information Technology,-3719621529.0,3719621529.0
2026-03-31,Foundation / Endowment,Unclassified,-296888680.0112176,296888680.0112176
2026-03-31,Hedge Fund - Activist,Communication Services,-2132280654.160189,2479961124.1601887
2026-03-31,Hedge Fund - Activist,Consumer Discretionary,-361831505.5919972,1623153062.413866
2026-03-31,Hedge Fund - Activist,Consumer Staples,-137325340.0,137325340.0
2026-03-31,Hedge Fund - Activist,ETF - Broad Equity,-1905926385.9681683,2237664508.0318317
2026-03-31,Hedge Fund - Activist,ETF - Fixed Income,94406000.0,707194000.0
2026-03-31,Hedge Fund - Activist,ETF - Sector,-1137048800.0,2074276800.0
2026-03-31,Hedge Fund - Activist,Energy,-455778032.9405161,509679911.0594839
2026-03-31,Hedge Fund - Activist,Financials,494627926.6656128,502472784.6656128
2026-03-31,Hedge Fund - Activist,Health Care,-98180673.39043581,98180673.39043581
2026-03-31,Hedge Fund - Activist,Industrials,-17907908.589750696,17907908.589750696
2026-03-31,Hedge Fund - Activist,Information Technology,1315227800.9925404,3050922305.0074596
2026-03-31,Hedge Fund - Activist,Materials,-6597341.521490671,32799341.52149067
2026-03-31,Hedge Fund - Activist,Real Estate,0.0,0.0
2026-03-31,Hedge Fund - Activist,Unclassified,-3963154222.4188886,6982500270.895682
2026-03-31,Hedge Fund - Activist,Utilities,0.0,0.0
2026-03-31,Hedge Fund - Event Driven,Communication Services,-148418900.0,352048300.0
2026-03-31,Hedge Fund - Event Driven,Consumer Discretionary,-594097300.0,594097300.0
2026-03-31,Hedge Fund - Event Driven,ETF - Broad Equity,15336000.0,15336000.0
2026-03-31,Hedge Fund - Event Driven,ETF - Commodity,40877550.0,40877550.0
2026-03-31,Hedge Fund - Event Driven,Energy,-167803250.0,167803250.0
2026-03-31,Hedge Fund - Event Driven,Financials,-407387900.0,407387900.0
2026-03-31,Hedge Fund - Event Driven,Health Care,-45625000.0,45625000.0
2026-03-31,Hedge Fund - Event Driven,Industrials,-414880200.0,414880200.0
2026-03-31,Hedge Fund - Event Driven,Information Technology,-951217040.0,1013867960.0
2026-03-31,Hedge Fund - Event Driven,Real Estate,67467394.88216227,67467394.88216227
2026-03-31,Hedge Fund - Event Driven,Unclassified,-2666363751.221765,2900850285.298801
2026-03-31,Hedge Fund - Global Macro,Communication Services,-593114023.4270636,2326765023.9398417
2026-03-31,Hedge Fund - Global Macro,Consumer Discretionary,716592545.53975,3298433565.513112
2026-03-31,Hedge Fund - Global Macro,Consumer Staples,-350137000.9851464,877354543.0135306
2026-03-31,Hedge Fund - Global Macro,ETF - Broad Equity,-2599883416.972202,8079525160.585334
2026-03-31,Hedge Fund - Global Macro,ETF - Commodity,895388337.231271,1143594310.6931016
2026-03-31,Hedge Fund - Global Macro,ETF - Fixed Income,246445113.90697694,396377367.26681864
2026-03-31,Hedge Fund - Global Macro,ETF - International Equity,164108108.86818534,339645648.6743882
2026-03-31,Hedge Fund - Global Macro,ETF - Sector,35677788.839568846,952370804.786961
2026-03-31,Hedge Fund - Global Macro,ETF - Thematic,5213062.0,8304938.0
2026-03-31,Hedge Fund - Global Macro,Energy,219775524.96703547,2225894665.472574
2026-03-31,Hedge Fund - Global Macro,Financials,-684777047.591098,4305747624.06623
2026-03-31,Hedge Fund - Global Macro,Health Care,-363031104.56131995,2326164843.4473953
2026-03-31,Hedge Fund - Global Macro,Industrials,-6199931.588920198,1331844610.5261405
2026-03-31,Hedge Fund - Global Macro,Information Technology,292200031.30786866,6310978607.771416
2026-03-31,Hedge Fund - Global Macro,Materials,438444021.55098784,1043270802.1674191
2026-03-31,Hedge Fund - Global Macro,Real Estate,147340104.90542558,761805829.9781729
2026-03-31,Hedge Fund - Global Macro,Unclassified,-2172891624.96094,18199361842.76819
2026-03-31,Hedge Fund - Global Macro,Utilities,78362727.49506485,224990914.05138823
2026-03-31,Hedge Fund - Long/Short,Communication Services,552247906.1480643,1683488554.951437
2026-03-31,Hedge Fund - Long/Short,Consumer Discretionary,-313448212.5598265,2959117377.7177286
2026-03-31,Hedge Fund - Long/Short,Consumer Staples,-658081406.906596,814442659.4417008
2026-03-31,Hedge Fund - Long/Short,ETF - Broad Equity,283051023.0,283051023.0
2026-03-31,Hedge Fund - Long/Short,ETF - Fixed Income,-197423927.0,197423927.0
2026-03-31,Hedge Fund - Long/Short,Energy,-377688002.47869766,1705619128.8193512
2026-03-31,Hedge Fund - Long/Short,Financials,1123791173.2593656,5336143573.945226
2026-03-31,Hedge Fund - Long/Short,Health Care,252445209.7577332,4360660171.27523
2026-03-31,Hedge Fund - Long/Short,Industrials,-499196369.0445328,1141622054.814248
2026-03-31,Hedge Fund - Long/Short,Information Technology,-675087815.7387414,3882679686.0005093
2026-03-31,Hedge Fund - Long/Short,Materials,25058340.128803346,192024853.87119666
