period,sector,manager_type,value_usd,share,share_prev,d_share,value_prev,d_value
2026-03-31,Information Technology,Market Maker - Quant,176235560703.0,0.19728036106363517,0.2007509141424978,-0.003470553078862626,174258168116.0,1977392587.0
2026-03-31,Information Technology,Pension Fund,42288221496.0,0.26025623948465426,0.27906835969634136,-0.0188121202116871,48808084629.0,-6519863133.0
2026-03-31,Materials,Asset Manager - Active,13179470973.0,0.0054130415944656915,0.004887007693184261,0.0005260339012814301,12378081406.0,801389567.0
2026-03-31,Materials,Asset Manager - Growth,1007866601.0,0.010295589552322819,0.007066250891026748,0.003229338661296071,850361613.0,157504988.0
2026-03-31,Materials,Asset Manager - Index,21671061681.0,0.007482173849464318,0.0068448344889969195,0.0006373393604673988,67617293930.0,-45946232249.0
2026-03-31,Materials,Asset Manager - Value,8268036.0,3.217031506540125e-05,3.148436130936971e-05,6.859537560315404e-07,8323742.0,-55706.0
2026-03-31,Materials,Conglomerate / Long-only Value,1072800074.0,0.004077603926795284,0.005480945968764603,-0.0014033420419693196,1502656622.0,-429856548.0
2026-03-31,Materials,Family Office - Macro,476635.0,5.224854581867228e-05,0.009864732853284368,-0.009812484307465695,85186149.0,-84709514.0
2026-03-31,Materials,Hedge Fund - Activist,4638146543.0,0.09877349836230688,0.08574217485381166,0.013031323508495216,4445358451.0,192788092.0
2026-03-31,Materials,Hedge Fund - Global Macro,1601094385.0,0.020990057121901495,0.012806602400877871,0.008183454721023624,1043173613.0,557920772.0
2026-03-31,Materials,Hedge Fund - Long/Short,456292890.0,0.004029291893231863,0.0032890742894772238,0.0007402176037546396,388056591.0,68236299.0
2026-03-31,Materials,Hedge Fund - Multi-strategy,9364788298.0,0.009222470246711486,0.009960149446543217,-0.0007376791998317308,10686145300.0,-1321357002.0
2026-03-31,Materials,Hedge Fund - Quant,10299988221.0,0.01691238544858694,0.014812730645362116,0.0020996548032248246,8203329148.0,2096659073.0
2026-03-31,Materials,Market Maker - Quant,7289326929.0,0.00815976663692437,0.009370574124407876,-0.0012108074874835062,8133955893.0,-844628964.0
2026-03-31,Materials,Pension Fund,813832695.0,0.005008605925657006,0.003920298783254617,0.0010883071424023887,685646610.0,128186085.0
2026-03-31,Real Estate,Asset Manager - Active,19108783034.0,0.007848314821935327,0.007775729284707346,7.258553722798173e-05,19694794058.0,-586011024.0
2026-03-31,Real Estate,Asset Manager - Growth,37584395.0,0.0003839332547664946,0.00033289454804168194,5.103870672481267e-05,40060953.0,-2476558.0
2026-03-31,Real Estate,Asset Manager - Index,40416168272.0,0.013954129326549623,0.012556164397326793,0.0013979649292228304,124037164091.0,-83620995819.0
2026-03-31,Real Estate,Asset Manager - Value,597138426.0,0.0023234213423935007,0.002308816640351603,1.4604702041897798e-05,610398091.0,-13259665.0
2026-03-31,Real Estate,Family Office - Macro,17156468.0,0.001880685439349995,0.0007936336591713227,0.0010870517801786722,6853363.0,10303105.0
2026-03-31,Real Estate,Hedge Fund - Activist,1339617569.0,0.028528359880616007,0.03122254745790522,-0.0026941875772892136,1618753145.0,-279135576.0
2026-03-31,Real Estate,Hedge Fund - Event Driven,229017987.0,0.04408932373902148,0.012399163439663321,0.03169016029935816,130645262.0,98372725.0
2026-03-31,Real Estate,Hedge Fund - Global Macro,758084305.0,0.009938347804003444,0.007601077254938349,0.0023372705490650944,619152760.0,138931545.0
2026-03-31,Real Estate,Hedge Fund - Long/Short,1163049794.0,0.01027030490523135,0.010903741171397982,-0.0006334362661666332,1286461860.0,-123412066.0
2026-03-31,Real Estate,Hedge Fund - Long/Short Growth,1122640669.0,0.01742005645679063,0.0002716713630467846,0.017148385093743845,22626990.0,1100013679.0
2026-03-31,Real Estate,Hedge Fund - Multi-strategy,4799797045.0,0.004726853830451236,0.004747614796416852,-2.07609659656164e-05,5093668706.0,-293871661.0
2026-03-31,Real Estate,Hedge Fund - Quant,4459900827.0,0.0073230726317639015,0.0070218837537488745,0.000301188878015027,3888737671.0,571163156.0
2026-03-31,Real Estate,Hedge Fund - Value,89168.0,0.017431354073402173,0.008467602143754298,0.008963751929647875,44697.0,44471.0
2026-03-31,Real Estate,Market Maker - Quant,1772707315.0,0.001984391446132211,0.0018140694505492658,0.00017032199558294505,1574669887.0,198037428.0
2026-03-31,Real Estate,Pension Fund,1297434032.0,0.007984854652250437,0.00768274784952651,0.00030210680272392716,1343685854.0,-46251822.0
2026-03-31,Unclassified,Asset Manager - Active,753690421880.0,0.3095539730953384,0.287072368698,0.022481604397338373,727112657120.0,26577764760.0
2026-03-31,Unclassified,Asset Manager - Growth,33921219200.0,0.3465130699351076,0.3456462929088095,0.0008667770262981156,41595514184.0,-7674294984.0
2026-03-31,Unclassified,Asset Manager - Index,711701838804.0,0.24572293528118624,0.25618853148904924,-0.010465596207862998,2530780731519.0,-1819078892715.0
2026-03-31,Unclassified,Asset Manager - Value,100047197865.0,0.389276229170699,0.37735096050128847,0.011925268669410516,99762926991.0,284270874.0
2026-03-31,Unclassified,Conglomerate / Long-only Value,5730284622.0,0.02178022880740576,0.02130824247357043,0.00047198633383532806,5841869604.0,-111584982.0
2026-03-31,Unclassified,Family Office - Macro,4548638228.0,0.4986199772744811,0.5586219737332744,-0.06000199645879328,4823937495.0,-275299267.0
2026-03-31,Unclassified,Foundation / Endowment,14659997249.0,0.46296425199910285,0.4049659500709802,0.057998301928122664,14319633873.0,340363376.0
2026-03-31,Unclassified,Hedge Fund - Activist,16444508913.0,0.3502005939503034,0.3703564665191746,-0.02015587256887119,19201370284.0,-2756861371.0
2026-03-31,Unclassified,Hedge Fund - Event Driven,2168064932.0,0.417384319573849,0.4815330351573456,-0.06414871558349655,5073730163.0,-2905665231.0
2026-03-31,Unclassified,Hedge Fund - Global Macro,18471587054.0,0.24215915752876502,0.25413182641370785,-0.011972668884942833,20700542364.0,-2228955310.0
2026-03-31,Unclassified,Hedge Fund - Long/Short,35084987361.0,0.30981779082251243,0.31095815404129523,-0.0011403632187828028,36687940308.0,-1602952947.0
2026-03-31,Unclassified,Hedge Fund - Long/Short Growth,23923090925.0,0.3712154797542218,0.34206408342579336,0.029151396328428447,28489865506.0,-4566774581.0
2026-03-31,Unclassified,Hedge Fund - Multi-strategy,294371355396.0,0.28989775104724347,0.2807652923140576,0.009132458733185855,301230290265.0,-6858934869.0
2026-03-31,Unclassified,Hedge Fund - Opportunistic,1121043758.0,0.18893535303326228,0.24157543660176667,-0.05264008356850439,1672914887.0,-551871129.0
2026-03-31,Unclassified,Hedge Fund - Quant,251908307675.0,0.41362866691581546,0.3982629632459596,0.015365703669855846,220559075378.0,31349232297.0
2026-03-31,Unclassified,Hedge Fund - Value,2171996.0,0.42460110490325254,0.453585900780322,-0.02898479587706948,2394294.0,-222298.0
2026-03-31,Unclassified,Market Maker - Quant,174900317543.0,0.1957856726383152,0.19617479664473159,-0.0003891240064163859,170285952818.0,4614364725.0
2026-03-31,Unclassified,Pension Fund,29751315624.0,0.18309981479726403,0.17692819533180898,0.006171619465455053,30944125448.0,-1192809824.0
2026-03-31,Utilities,Asset Manager - Active,10289700716.0,0.004226161891051453,0.003932472249675005,0.00029368964137644823,9960381626.0,329319090.0
2026-03-31,Utilities,Asset Manager - Growth,23973063.0,0.0002448903621918678,0.0002753375940062624,-3.0447231814394573e-05,33134476.0,-9161413.0
2026-03-31,Utilities,Asset Manager - Index,29690007747.0,0.010250803713496034,0.007556000271450521,0.002694803442045513,74642607080.0,-44952599333.0
2026-03-31,Utilities,Asset Manager - Value,1147809540.0,0.0044660418189849775,0.004081984302861813,0.0003840575161231643,1079182895.0,68626645.0
2026-03-31,Utilities,Family Office - Macro,63422300.0,0.006952328191332108,0.013384250962946037,-0.0064319227716139295,94021699.0,-30599399.0
2026-03-31,Utilities,Hedge Fund - Activist,157990724.0,0.003364554434319364,0.0026807100215186473,0.0006838444128007166,138983143.0,19007581.0
2026-03-31,Utilities,Hedge Fund - Global Macro,242491263.0,0.003179016496227384,0.0020760480607649704,0.0011029684354624137,169106410.0,73384853.0
2026-03-31,Utilities,Hedge Fund - Long/Short,289313788.0,0.0025547838376105353,0.0019238006135339667,0.0006309832240765686,226976785.0,62337003.0
2026-03-31,Utilities,Hedge Fund - Multi-strategy,2534759502.0,0.002496238392784245,0.0029519809047891827,-0.0004557425120049379,3167150959.0,-632391457.0
2026-03-31,Utilities,Hedge Fund - Quant,4048332304.0,0.0066472849172410755,0.005284543138744825,0.0013627417784962507,2926593874.0,1121738430.0
2026-03-31,Utilities,Market Maker - Quant,1409034925.0,0.0015772918793825485,0.0015929498427467111,-1.5657963364162615e-05,1382731046.0,26303879.0
2026-03-31,Utilities,Pension Fund,1090178378.0,0.006709332173087422,0.006302854432538817,0.0004064777405486048,1102347299.0,-12168921.0
2026-06-30,Communication Services,Asset Manager - Active,251858058821.0,0.08729763355625753,0.0993298060159213,-0.012032172459663773,241844492102.0,10013566719.0
2026-06-30,Communication Services,Asset Manager - Growth,9913949556.0,0.08994279689845622,0.11540406713246164,-0.02546127023400542,11297255421.0,-1383305865.0
2026-06-30,Communication Services,Asset Manager - Index,269114571410.0,0.07982658696134429,0.08350136116035893,-0.0036747741990146437,241849920165.0,27264651245.0
2026-06-30,Communication Services,Asset Manager - Value,24280299734.0,0.09113168594981552,0.10043106597414818,-0.009299380024332657,25811611335.0,-1531311601.0
2026-06-30,Communication Services,Conglomerate / Long-only Value,37764088383.0,0.12619428439458946,0.06320333803389444,0.06299094636069502,16628526688.0,21135561695.0
2026-06-30,Communication Services,Family Office - Macro,366394990.0,0.04496284187542146,0.0321977429275839,0.012765098947837561,293722456.0,72672534.0
2026-06-30,Communication Services,Hedge Fund - Activist,73642490.0,0.0020769109074029184,0.035895988595624144,-0.033819077688221226,1685582248.0,-1611939758.0
2026-06-30,Communication Services,Hedge Fund - Event Driven,1185317750.0,0.16337348888711797,0.0332534162685226,0.13012007261859537,172731850.0,1012585900.0
2026-06-30,Communication Services,Hedge Fund - Global Macro,3089233915.0,0.032083068576078975,0.040992407864469754,-0.008909339288390779,3126847806.0,-37613891.0
2026-06-30,Communication Services,Hedge Fund - Long/Short,6925346628.0,0.07858102549694854,0.07896995010270287,-0.0003889246057543344,8942868303.0,-2017521675.0
2026-06-30,Communication Services,Hedge Fund - Long/Short Growth,10257332024.0,0.10382125547775169,0.1709671805708921,-0.06714592509314042,11018030306.0,-760698282.0
2026-06-30,Communication Services,Hedge Fund - Multi-strategy,72904946483.0,0.05424651165092629,0.06694422034731687,-0.01269770869639058,67977280984.0,4927665499.0
2026-06-30,Communication Services,Hedge Fund - Opportunistic,1033881250.0,0.1338291193192153,0.12585823504562,0.007970884273595297,746777067.0,287104183.0
2026-06-30,Communication Services,Hedge Fund - Quant,34112937016.0,0.04477555058572111,0.047418557831250825,-0.0026430072455297174,28878870376.0,5234066640.0
2026-06-30,Communication Services,Hedge Fund - Value,484744.0,0.08950464497466973,0.06623535299430346,0.023269291980366272,338819.0,145925.0
2026-06-30,Communication Services,Market Maker - Quant,70049903805.0,0.05455609596700672,0.06313526106604607,-0.008579165099039353,56400333384.0,13649570421.0
2026-06-30,Communication Services,Pension Fund,13153813008.0,0.07415424361291871,0.08509638320099183,-0.010942139588073121,13827044871.0,-673231863.0
2026-06-30,Consumer Discretionary,Asset Manager - Active,184486050571.0,0.06394552437345116,0.06856679057926808,-0.004621266205816918,166943854094.0,17542196477.0
2026-06-30,Consumer Discretionary,Asset Manager - Growth,19932073540.0,0.18083070042335742,0.21754421564506382,-0.036713515221706405,21296065473.0,-1363991933.0
2026-06-30,Consumer Discretionary,Asset Manager - Index,237943442251.0,0.07058039549925779,0.07419284525297638,-0.0036124497537185912,214889116200.0,23054326051.0
2026-06-30,Consumer Discretionary,Asset Manager - Value,17912447239.0,0.06723111058185705,0.06452977118839881,0.0027013393934582353,16584682810.0,1327764429.0
2026-06-30,Consumer Discretionary,Conglomerate / Long-only Value,1213507906.0,0.004055116073549487,0.003409590026852448,0.000645526046697039,897048487.0,316459419.0
2026-06-30,Consumer Discretionary,Family Office - Macro,705300931.0,0.08655231403448105,0.08444424817709863,0.0021080658573824212,770338841.0,-65037910.0
2026-06-30,Consumer Discretionary,Foundation / Endowment,603845361.0,0.017541002490088775,0.008800954008418623,0.008740048481670152,278686661.0,325158700.0
2026-06-30,Consumer Discretionary,Hedge Fund - Activist,348235727.0,0.009821158678280501,0.09260054762266044,-0.08277938894437994,4348280834.0,-4000045107.0
2026-06-30,Consumer Discretionary,Hedge Fund - Event Driven,417095000.0,0.057488606196416506,0.07778436155298339,-0.020295755356566886,404043800.0,13051200.0
2026-06-30,Consumer Discretionary,Hedge Fund - Global Macro,3700416896.0,0.03843047574286692,0.05219557739565818,-0.01376510165279126,3981411075.0,-280994179.0
2026-06-30,Consumer Discretionary,Hedge Fund - Long/Short,5726426610.0,0.0649770328646739,0.07994227121635472,-0.014965238351680815,9052977777.0,-3326551167.0
2026-06-30,Consumer Discretionary,Hedge Fund - Long/Short Growth,8799493169.0,0.08906550224131457,0.0925891367396152,-0.0035236344983006346,5966934187.0,2832558982.0
2026-06-30,Consumer Discretionary,Hedge Fund - Multi-strategy,82452953695.0,0.061350914156587014,0.07736970190312806,-0.016018787746541044,78563645056.0,3889308639.0
2026-06-30,Consumer Discretionary,Hedge Fund - Opportunistic,1383660000.0,0.17910567508330907,0.24690344406040576,-0.06779776897709669,1464996150.0,-81336150.0
2026-06-30,Consumer Discretionary,Hedge Fund - Quant,45250141556.0,0.05939388922453134,0.06706051198085454,-0.0076666227563231965,40841221695.0,4408919861.0
2026-06-30,Consumer Discretionary,Hedge Fund - Value,1545102.0,0.28529245531590314,0.25699596119936347,0.028296494116539672,1314632.0,230470.0
2026-06-30,Consumer Discretionary,Market Maker - Quant,79938564092.0,0.06225755835736896,0.07778760958774499,-0.015530051230376027,69489648729.0,10448915363.0
2026-06-30,Consumer Discretionary,Pension Fund,10735303095.0,0.06051996333542149,0.06774561040282169,-0.007225647067400198,11007772124.0,-272469029.0
2026-06-30,Consumer Staples,Asset Manager - Active,56718115829.0,0.01965931650080901,0.023222761736744334,-0.0035634452359353253,56541910658.0,176205171.0
2026-06-30,Consumer Staples,Asset Manager - Growth,962391031.0,0.008731146002830124,0.00963749504048712,-0.0009063490376569963,943443726.0,18947305.0
2026-06-30,Consumer Staples,Asset Manager - Index,115589150501.0,0.03428683673987458,0.040236953725969735,-0.005950116986095155,116540663662.0,-951513161.0
2026-06-30,Consumer Staples,Asset Manager - Value,6723454715.0,0.025235263579847306,0.024887165725528397,0.00034809785431890936,6396206619.0,327248096.0
2026-06-30,Consumer Staples,Conglomerate / Long-only Value,42365164401.0,0.14156946013424787,0.15757178849547412,-0.016002328361226253,41456460557.0,908703844.0
2026-06-30,Consumer Staples,Family Office - Macro,39825373.0,0.00488724463407286,0.004191315676039247,0.0006959289580336127,38235088.0,1590285.0
2026-06-30,Consumer Staples,Foundation / Endowment,1861106229.0,0.05406296231728231,0.05905454438141444,-0.0049915820641321315,1869992023.0,-8885794.0
2026-06-30,Consumer Staples,Hedge Fund - Activist,172635000.0,0.004868758708450826,0.004216476114663883,0.0006522825937869429,197994750.0,-25359750.0
2026-06-30,Consumer Staples,Hedge Fund - Event Driven,75458250.0,0.010400483387527411,,,,
2026-06-30,Consumer Staples,Hedge Fund - Global Macro,803610828.0,0.008345855967078365,0.011890795804822931,-0.003544939837744567,907014511.0,-103403683.0
2026-06-30,Consumer Staples,Hedge Fund - Long/Short,2976984338.0,0.033779461842757375,0.034630451570654135,-0.0008509897278967601,3921688785.0,-944704447.0
2026-06-30,Consumer Staples,Hedge Fund - Long/Short Growth,1156784612.0,0.011708583718863526,0.01071913776004269,0.0009894459588208355,690797990.0,465986622.0
2026-06-30,Consumer Staples,Hedge Fund - Multi-strategy,23204636950.0,0.017265914994632228,0.019989848737303216,-0.0027239337426709885,20298325343.0,2906311607.0
2026-06-30,Consumer Staples,Hedge Fund - Quant,16890867027.0,0.02217041208294087,0.025105452254298104,-0.002935040171357234,15289733272.0,1601133755.0
2026-06-30,Consumer Staples,Market Maker - Quant,15698905035.0,0.012226583094968534,0.01643642332990009,-0.0042098402349315545,14683074716.0,1015830319.0
2026-06-30,Consumer Staples,Pension Fund,4804500927.0,0.027085236194445663,0.030790190538267845,-0.0037049543438221824,5003001657.0,-198500730.0
2026-06-30,ETF - Broad Equity,Asset Manager - Active,67442645896.0,0.023376593209105345,0.024261945957685088,-0.0008853527485797423,59072077485.0,8370568411.0
2026-06-30,ETF - Broad Equity,Asset Manager - Index,10071660549.0,0.0029875241702724607,0.0033031244998695617,-0.000315600329597101,9567034423.0,504626126.0
2026-06-30,ETF - Broad Equity,Asset Manager - Value,3916417.0,1.4699558407540318e-05,2.4156591405212187e-05,-9.457032997671869e-06,6208443.0,-2292026.0
2026-06-30,ETF - Broad Equity,Family Office - Macro,116923561.0,0.014348492005183245,0.09027520584123262,-0.07592671383604938,823531489.0,-706607928.0
2026-06-30,ETF - Broad Equity,Hedge Fund - Activist,4749300193.0,0.13394269223341695,0.020550283615333693,0.11339240861808327,964987861.0,3784312332.0
2026-06-30,ETF - Broad Equity,Hedge Fund - Event Driven,28800000.0,0.003969531781624799,0.0029524050827572485,0.0010171266988675503,15336000.0,13464000.0
2026-06-30,ETF - Broad Equity,Hedge Fund - Global Macro,29341067276.0,0.304720037204193,0.2631932435441736,0.04152679366001938,20076039906.0,9265027370.0
2026-06-30,ETF - Broad Equity,Hedge Fund - Long/Short,470033390.0,0.005333408966804882,0.002499480525205829,0.002833928441599053,283051023.0,186982367.0
2026-06-30,ETF - Broad Equity,Hedge Fund - Multi-strategy,208879669108.0,0.15542146247306984,0.14019567516885048,0.015225787304219363,142359127558.0,66520541550.0
2026-06-30,ETF - Broad Equity,Hedge Fund - Opportunistic,489607500.0,0.06337646662717086,0.049755640906830524,0.013620825720340339,295224000.0,194383500.0
2026-06-30,ETF - Broad Equity,Hedge Fund - Quant,62167352264.0,0.08159887918098327,0.059456816190656285,0.022142062990326984,36210415632.0,25956936632.0
2026-06-30,ETF - Broad Equity,Market Maker - Quant,257137849984.0,0.2002634758718336,0.22566773249318908,-0.02540425662135548,201594721107.0,55543128877.0
2026-06-30,ETF - Broad Equity,Pension Fund,32462320039.0,0.1830053982786965,0.12879266360170016,0.05421273467699633,20927116661.0,11535203378.0
2026-06-30,ETF - Commodity,Asset Manager - Active,1100535955.0,0.00038146162550771327,0.0005764598109035358,-0.00019499818539582255,1403542761.0,-303006806.0
2026-06-30,ETF - Commodity,Asset Manager - Index,306858280.0,9.102238145220817e-05,0.0001404468813733168,-4.9424499921108626e-05,406784591.0,-99926311.0
2026-06-30,ETF - Commodity,Hedge Fund - Global Macro,2030243382.0,0.02108498075673771,0.020799193735976232,0.0002857870207614785,1586535573.0,443707809.0
2026-06-30,ETF - Commodity,Hedge Fund - Multi-strategy,13130709382.0,0.009770190005443368,0.024004374836131884,-0.014234184830688517,24374802255.0,-11244092873.0
2026-06-30,ETF - Commodity,Hedge Fund - Quant,1446727083.0,0.0018989277193639585,0.002532030138254965,-0.0006331024188910065,1542058078.0,-95330995.0
2026-06-30,ETF - Commodity,Market Maker - Quant,22276877018.0,0.017349623260331536,0.03359508103948424,-0.016245457779152706,30011339760.0,-7734462742.0
2026-06-30,ETF - Fixed Income,Asset Manager - Active,6896556575.0,0.0023904459182393614,0.0023470259658549255,4.341995238443591e-05,5714450933.0,1182105642.0
2026-06-30,ETF - Fixed Income,Asset Manager - Index,504489984.0,0.0001496452361085593,0.0003931897468808366,-0.00024354451077227728,1138818668.0,-634328684.0
2026-06-30,ETF - Fixed Income,Asset Manager - Value,171411.0,6.43359991082383e-07,6.082334210129938e-07,3.512657006938928e-08,156321.0,15090.0
2026-06-30,ETF - Fixed Income,Family Office - Macro,27389308.0,0.0033611298142510516,0.00522824292420729,-0.0018671131099562382,47694410.0,-20305102.0
2026-06-30,ETF - Fixed Income,Hedge Fund - Activist,686799000.0,0.01936952884528235,0.00853539614942964,0.010834132695852712,400800000.0,285999000.0
2026-06-30,ETF - Fixed Income,Hedge Fund - Global Macro,1687376975.0,0.01752416058225934,0.007857377577490762,0.009666783004768576,599350590.0,1088026385.0
2026-06-30,ETF - Fixed Income,Hedge Fund - Multi-strategy,16488234171.0,0.01226842937562427,0.013291766060761672,-0.0010233366851374014,13496880113.0,2991354058.0
2026-06-30,ETF - Fixed Income,Hedge Fund - Quant,658364837.0,0.0008641486380702768,0.0008137558928705836,5.03927451996932e-05,495593962.0,162770875.0
2026-06-30,ETF - Fixed Income,Market Maker - Quant,13166211249.0,0.010254076671138227,0.014832010314642444,-0.004577933643504216,13249811791.0,-83600542.0
2026-06-30,ETF - International Equity,Asset Manager - Active,6694743323.0,0.0023204945360903633,0.0024475823546824243,-0.000127087818592061,5959281863.0,735461460.0
2026-06-30,ETF - International Equity,Asset Manager - Growth,43264.0,3.925060484758845e-07,3.479613934749011e-07,4.4544655000983404e-08,34063.0,9201.0
2026-06-30,ETF - International Equity,Asset Manager - Index,256466396.0,7.607479950153235e-05,0.0001180183855747459,-4.194358607321355e-05,341823615.0,-85357219.0
2026-06-30,ETF - International Equity,Hedge Fund - Global Macro,806850667.0,0.008379503136464841,0.01283814575727356,-0.004458642620808719,979277139.0,-172426472.0
2026-06-30,ETF - International Equity,Hedge Fund - Multi-strategy,4445703175.0,0.0033079221741892668,0.0050362370253036245,-0.0017283148511143577,5113954537.0,-668251362.0
2026-06-30,ETF - International Equity,Hedge Fund - Quant,896684995.0,0.0011769600587087595,0.0012871499053537776,-0.0001101898466450181,783900586.0,112784409.0
2026-06-30,ETF - International Equity,Market Maker - Quant,8132976683.0,0.006334105149527778,0.009500860189116818,-0.0031667550395890398,8487359885.0,-354383202.0
2026-06-30,ETF - Sector,Asset Manager - Active,484957095.0,0.00016809311946577749,0.0001800897391113868,-1.1996619645609303e-05,438475753.0,46481342.0
2026-06-30,ETF - Sector,Asset Manager - Index,777261628.0,0.00023055660871194457,0.0002487740073858904,-1.821739867394583e-05,720538839.0,56722789.0
2026-06-30,ETF - Sector,Family Office - Macro,106877795.0,0.013115707167771891,0.03329638338886221,-0.02018067622109032,303744754.0,-196866959.0
2026-06-30,ETF - Sector,Hedge Fund - Activist,2590802000.0,0.07306739536809927,0.05176790596602208,0.02129948940207719,2430886200.0,159915800.0
2026-06-30,ETF - Sector,Hedge Fund - Global Macro,2543084574.0,0.026411064693497188,0.036077491549490505,-0.009666426855993317,2751944352.0,-208859778.0
2026-06-30,ETF - Sector,Hedge Fund - Multi-strategy,17869112170.0,0.013295901695060487,0.017339202516065664,-0.004043300821005177,17606775243.0,262336927.0
2026-06-30,ETF - Sector,Hedge Fund - Quant,2405058472.0,0.003156802864090661,0.0034195278301688186,-0.0002627249660781578,2082562302.0,322496170.0
2026-06-30,ETF - Sector,Market Maker - Quant,10663784334.0,0.008305142618277816,0.013963394250755516,-0.0056582516324777,12473854984.0,-1810070650.0
2026-06-30,ETF - Thematic,Asset Manager - Active,3660914.0,1.2689255620766563e-06,1.8161101558870298e-06,-5.471845938103735e-07,4421797.0,-760883.0
2026-06-30,ETF - Thematic,Hedge Fund - Global Macro,1415481.0,1.4700399918125606e-05,8.860926464802523e-05,-7.390886472989962e-05,6759000.0,-5343519.0
2026-06-30,ETF - Thematic,Hedge Fund - Multi-strategy,582825421.0,0.0004336639352462155,0.00047658775151073173,-4.292381626451621e-05,483942293.0,98883128.0
2026-06-30,ETF - Thematic,Hedge Fund - Quant,136145235.0,0.00017869988309385937,0.00024791080579292176,-6.921092269906239e-05,150982745.0,-14837510.0
2026-06-30,ETF - Thematic,Market Maker - Quant,1031962926.0,0.0008037108599316949,0.0008873589001387904,-8.364804020709554e-05,792700259.0,239262667.0
2026-06-30,Energy,Asset Manager - Active,135129338762.0,0.04683777661578986,0.04058531889814876,0.006252457717641102,98815614662.0,36313724100.0
2026-06-30,Energy,Asset Manager - Growth,10252391758.0,0.09301326221244699,0.016581510920049718,0.07643175129239727,1623214578.0,8629177180.0
2026-06-30,Energy,Asset Manager - Index,133709949636.0,0.039661950916636615,0.052706555170902745,-0.01304460425426613,152657106221.0,-18947156585.0
2026-06-30,Energy,Asset Manager - Value,9509715047.0,0.03569298462662212,0.05811035348795574,-0.022417368861333622,14934839576.0,-5425124529.0
2026-06-30,Energy,Conglomerate / Long-only Value,26854347194.0,0.08973777130963988,0.13180966906885777,-0.042071897759217894,34678557621.0,-7824210427.0
2026-06-30,Energy,Family Office - Macro,323354653.0,0.03968106696142536,0.020568904551199352,0.019112162410226004,187638903.0,135715750.0
2026-06-30,Energy,Hedge Fund - Activist,6865624127.0,0.19362856464379383,0.20158386382696925,-0.007955299183175418,9465853864.0,-2600229737.0
2026-06-30,Energy,Hedge Fund - Event Driven,864966858.0,0.11921921641955362,0.2222011784001248,-0.10298196198057118,1154203836.0,-289236978.0
2026-06-30,Energy,Hedge Fund - Global Macro,3035728405.0,0.03152739005067082,0.03261938446213644,-0.0010919944114656244,2488164420.0,547563985.0
2026-06-30,Energy,Hedge Fund - Long/Short,3989462408.0,0.04526792145459751,0.037289365333313944,0.007978556121283564,4222794656.0,-233332248.0
2026-06-30,Energy,Hedge Fund - Long/Short Growth,4829790158.0,0.04888550714010198,0.030045152454829284,0.018840354685272696,1936268699.0,2893521459.0
2026-06-30,Energy,Hedge Fund - Multi-strategy,39701829360.0,0.02954100994289221,0.030949936198043676,-0.0014089262551514672,31427545178.0,8274284182.0
2026-06-30,Energy,Hedge Fund - Opportunistic,325644610.0,0.04215255027339874,0.04784555831669685,-0.0056930080432981145,283890567.0,41754043.0
2026-06-30,Energy,Hedge Fund - Quant,29027338935.0,0.0381003571238489,0.03749326527112182,0.0006070918527270805,22834164455.0,6193174480.0
2026-06-30,Energy,Market Maker - Quant,24808056172.0,0.019320950062145847,0.023247047939946672,-0.003926097877800825,20767178782.0,4040877390.0
2026-06-30,Energy,Pension Fund,4671256924.0,0.026334076948650306,0.03022175363897393,-0.0038876766903236243,4910638125.0,-239381201.0
2026-06-30,Financials,Asset Manager - Active,212654664349.0,0.07370917194101732,0.08324381491716766,-0.009534642976150337,202678923344.0,9975741005.0
2026-06-30,Financials,Asset Manager - Growth,6732633681.0,0.06108079331464864,0.06270171460102424,-0.0016209212863755942,6138061706.0,594571975.0
2026-06-30,Financials,Asset Manager - Index,347778192361.0,0.10316032301895968,0.10836191183486871,-0.005201588815909028,313855000230.0,33923192131.0
2026-06-30,Financials,Asset Manager - Value,44857025275.0,0.16836268023000994,0.15520691446443532,0.013155765765574617,39889455656.0,4967569619.0
2026-06-30,Financials,Conglomerate / Long-only Value,103533791946.0,0.3459734722781056,0.36216230669707095,-0.016188834418965348,95283346887.0,8250445059.0
2026-06-30,Financials,Family Office - Macro,791875614.0,0.09717648709466327,0.08061082388612133,0.016565663208541942,735368601.0,56507013.0
2026-06-30,Financials,Foundation / Endowment,7350651039.0,0.2135278276632693,0.2579951605738267,-0.044467332910557406,8169547277.0,-818896238.0
2026-06-30,Financials,Hedge Fund - Activist,104632856.0,0.0029509203165063937,0.0019186128811584206,0.001032307435347973,90093070.0,14539786.0
2026-06-30,Financials,Hedge Fund - Event Driven,169838800.0,0.023409045637257566,0.006659429195469626,0.01674961644178794,34591800.0,135247000.0
2026-06-30,Financials,Hedge Fund - Global Macro,4442192976.0,0.046134150342313704,0.052239774868324075,-0.006105624526010371,3984782401.0,457410575.0
2026-06-30,Financials,Hedge Fund - Long/Short,9007829424.0,0.10221069235402715,0.13357259366900942,-0.031361901314982274,15126286803.0,-6118457379.0
2026-06-30,Financials,Hedge Fund - Long/Short Growth,2709833525.0,0.02742802105293354,0.05478856366511423,-0.027360542612180693,3530865122.0,-821031597.0
